title,info,img_url
多家国际金融机构预测：美国经济衰退难以避免,近日，包括富国银行、德意志银行、美国银行等金融机构纷纷预测，美国经济衰退难以避免。,//img2.chinadaily.com.cn/images/202205/19/62860041a310fd2bec8a07af.jpeg
体检和看病时常用的英语表达,“血压测量”、“化验血”、“打点滴”用英语怎么说？,//img2.chinadaily.com.cn/images/202205/19/6285fbf0a310fd2bec8a06a3.jpeg
每日新闻播报（May 19）,今日播报内容：我国已建成5G基站近160万个；上海16个区全部实现社会面清零；前4月全国铁路开通新线581公里；麦当劳宣布退出俄罗斯。,//img2.chinadaily.com.cn/images/202205/19/6285e172a310fd2bec8a001d.jpeg
为什么我们都是时间穷人？怎么办？,现在的人们感到时间比以往任何时候都紧迫。时间的贫困带走了我们的笑声，偷走了我们的喜悦，也消耗了我们的幸福。,//img2.chinadaily.com.cn/images/202205/19/628598a8a310fd2bec89e2a9.jpeg
中国科学家研发新型隐形眼镜，可实时监测眼压辅助治疗青光眼,这种柔性隐形眼镜无需电池，设计紧凑，或成为很有前景的青光眼治疗系统。,//img2.chinadaily.com.cn/images/202205/19/6285888aa310fd2bec89dc9d.jpeg
一课译词：从容不迫,“从容不迫”，汉语成语，意思是从容不迫指镇定沉着，形容遇事镇定自若，不慌不忙。可以翻译为“self-possessed，calm and unhurried”等。,//img2.chinadaily.com.cn/images/202205/18/6284c9eda310fd2bec89cfff.jpeg
每日一词∣特别提款权 Special Drawing Rights (SDR),国际货币基金组织（IMF）5月14日宣布，已完成五年一次的特别提款权（SDR）定值审查，将人民币在特别提款权（SDR）货币篮子中的权重从10.92%上调至12.28%。,//img2.chinadaily.com.cn/images/202205/18/6284b599a310fd2bec89cde9.jpeg
每日一词∣国家植物园 National Botanical Garden,新组建的国家植物园将收集植物3万种以上，并收藏五大洲代表性植物标本500万份。,//img2.chinadaily.com.cn/images/202204/21/62611f71a310fd2bec848c8c.jpeg
一课译词：千篇一律,“千篇一律”，原指诗文书画等作品公式化，也泛指事物只有一种形式，没有变化。可以翻译为“follow the same pattern”。,//img2.chinadaily.com.cn/images/202204/21/62611abda310fd2bec8489be.jpeg
破坏和平，从来不缺美国的身影 | 小象漫评,美国为了一己私利，正把世界拖入新冷战的漩涡。讽刺的是美国一边在全世界引战，一边讲着“维护和平”的谎言。,//img2.chinadaily.com.cn/images/202204/21/62611923a310fd2bec8488c4.jpeg
一季度全国财政收入同比增长8.6%,主要税种中，国内增值税19231亿元，同比增长3.6%。,//img2.chinadaily.com.cn/images/202204/21/62610c57a310fd2bec84815a.jpeg
中国西部一季度工业增长强劲 高科技产业注入新动能,统计局数据显示，一季度贵州、四川、重庆等西部地区工业增长迅速，高科技和新兴产业带动作用明显，展现出巨大的韧性和潜力。,//img2.chinadaily.com.cn/images/202204/21/62610bf8a310fd2bec848126.jpeg
每日新闻播报（April 21）,今日播报内容：天舟三号货运飞船完成绕飞和前向交会对接；4202亿元留抵退税款直达企业；2021年，地级及以上城市空气质量优良天数比率为87.5%；周小川：数字人民币应用重点在零售。,//img2.chinadaily.com.cn/images/202204/21/6260f64ba310fd2bec847bce.jpeg
揭晓：农药残留最多和最少的果蔬分别是……,随着天气转暖，各种新鲜美味的果蔬将会成批上市。你知道哪些果蔬的农药残留量最多，哪些最少吗？,//img2.chinadaily.com.cn/images/202204/21/6260a591a310fd2bec8454fc.jpeg
每日一词∣中国特色自由贸易港 free trade port with Chinese characteristics,中国特色的自由贸易港，既要具备自由贸易港的基本要素，更要充分体现中国特色，意味着没有任何先例可循、没有任何模式可供照搬。,//img2.chinadaily.com.cn/images/202204/20/625fd410a310fd2bec84484f.jpeg
每日新闻播报（April 20）,今日播报内容：新时代基础教育强师计划印发；3月份全国累计办理缓缴税费2567亿元；神十四和神十五飞行乘组已选定；美国去年死亡人数超346万创新高。,//img2.chinadaily.com.cn/images/202204/20/625fd33fa310fd2bec8447b3.jpeg
一课译词：寄人篱下,“寄人篱下”，形容完全依靠别人来过日子，不能独立。可以翻译为“depend on somebody for a living”。,//img2.chinadaily.com.cn/images/202204/20/625fd0e1a310fd2bec844603.jpeg
IMF下调今年全球经济增速预期至3.6%,IMF表示，受俄乌冲突影响，IMF大幅调低2022年全球经济增长预期至3.6%，较1月份预测值下调0.8个百分点。,//img2.chinadaily.com.cn/images/202204/20/625fd00ba310fd2bec84459a.jpeg
TED演讲：如何在不过度管教的情况下，培养出成功的孩子,对孩子抱有过高的期望，事无巨细地管理孩子的生活，这样的养育方式并无益处。,//img2.chinadaily.com.cn/images/202204/20/625f5ea6a310fd2bec841703.jpeg
日本研发可“增强咸味”的电子筷,日本研究人员已经开发出能够增强咸味的电子筷子。筷子连接佩戴在手腕上的微型计算机，通过电流刺激增强咸味。,//img2.chinadaily.com.cn/images/202204/20/625f4d09a310fd2bec840709.jpeg
每日新闻播报（April 19）,今日播报内容：一季度中国经济实现增长；神舟十三号载人飞船返回；我国核酸检测能力达到每天5165万管；央行将运用降准等货币政策工具。,//img2.chinadaily.com.cn/images/202204/19/625e90aba310fd2bec83fbc2.jpeg
一课译词：比比皆是,“比比皆是”，汉语成语，形容到处都是，极其常见。可以翻译为“be found everywhere”。,//img2.chinadaily.com.cn/images/202204/19/625e8545a310fd2bec83fb41.jpeg
2021年，地级及以上城市空气质量优良天数比率为87.5%,2021年，我国空气质量持续向好，地表水环境质量稳步改善。,//img2.chinadaily.com.cn/images/202204/19/625e824ba310fd2bec83f6d3.jpeg
每日一词∣基础教育强师计划 plan to strengthen basic education teacher force,日前，教育部等八部门联合印发《新时代基础教育强师计划》。我国现有基础教育教师1586万名，占专任教师总数的86%。,//img2.chinadaily.com.cn/images/202204/19/625e7a19a310fd2bec83f580.jpeg
国会砍掉预算 美国无医保者将需自费检测和治疗新冠,由于美国政府不再继续为无医保者新冠检测和治疗项目提供资金，无医保者今后将必须自费进行核酸检测和治疗新冠肺炎。,//img2.chinadaily.com.cn/images/202204/19/625e5532a310fd2bec83e6bc.jpeg
In limbo? 混沌不明,In limbo意思是处于混沌不明、悬而未决的状态。,//img2.chinadaily.com.cn/images/202204/19/625e5059a310fd2bec83e4c6.jpeg
乘务员告诉你：坐飞机这么花钱最亏！,怎样坐飞机最省钱，没有比乘务员更清楚的了。来听一名空姐分享坐飞机的省钱心得吧！,//img2.chinadaily.com.cn/images/202204/19/625e0291a310fd2bec83b754.jpeg
每日新闻播报（April 18）,今日播报内容：航空公司推出'行李到家'服务；拜登政府万亿刺激计划导致美国高通胀。,//img2.chinadaily.com.cn/images/202204/18/625d3545a310fd2bec83adaf.jpeg
我国核酸检测能力达每天5165万管,全国共批准上市37个核酸检测试剂，普遍达到6小时以内出结果。,//img2.chinadaily.com.cn/images/202204/18/625d2fb1a310fd2bec83ad39.jpeg
一课译词：出尔反尔,“出尔反尔”，原意是你怎样做，就会得到怎样的后果。现指人的言行反复无常，前后自相矛盾。可以翻译为“go back on one’s word”。,//img2.chinadaily.com.cn/images/202204/18/625d2fada310fd2bec83ad25.jpeg
每日一词∣世界一流航天发射场 world-leading spacecraft launch site,他强调要强化使命担当，勇于创新突破，全面提升现代化航天发射能力，努力建设世界一流航天发射场。,//img2.chinadaily.com.cn/images/202204/19/625e0190a310fd2bec83b742.jpeg
周小川：数字人民币应用重点在零售,研发数字人民币是不是为了替代美元？如何看待数字人民币重点在零售？SWIFT（结算系统）会不会被替代？,//img2.chinadaily.com.cn/images/202204/18/625d26daa310fd2bec83aab6.jpeg
美国去年死亡人数超346万创新高，新冠、吸毒过量是主因,据美联社13日报道，美国疾控中心相关数据统计负责官员罗伯特·安德森称，新冠病毒肆虐是美国2021年死亡人数创新高的主要原因。,//img2.chinadaily.com.cn/images/202204/18/625cbf21a310fd2bec838ba0.jpeg
中国古代的“点茶”技艺，可以甩咖啡拉花几条街,如今咖啡拉花很常见，不过在茶汤上作画就鲜为人知了。在中国，这项艺术被称作“点茶”，曾是宋代的一项仪式。,//img2.chinadaily.com.cn/images/202204/17/625b5889a310fd2bec835985.jpeg
用多种英语表达说“气炸了”,汉语里，要想描述某人“生气”，有数不清的说法，比如“气炸了”、“火冒三丈”、“怒火冲天”、“大发雷霆”……英语中有哪些用来形容“愤怒”的词语或说法？看“BBC实用英语”视频，学习表示“生气”的不同说法。,//img2.chinadaily.com.cn/images/202204/16/625a0b3fa310fd2bec833e1a.jpeg
一课译词：处心积虑,“处心积虑”，汉语成语，形容蓄谋已久，千方百计的算计。可以翻译为“be bent on doing something”。,//img2.chinadaily.com.cn/images/202204/15/62593c43a310fd2bec833543.jpeg
俄乌冲突谁受益？美国军工复合体！ | 小象漫评,美国军工复合体也是美国维护霸权，从全世界吸血的利器。,//img2.chinadaily.com.cn/images/202204/15/62593b90a310fd2bec8334c9.jpeg
